Concepto,Fechas,Monto
Capital Sector Privados,2017-04-01,28378.0
Capital Sector Bancario,2017-04-01,7035.0
Capital Sector Público,2017-04-01,3756.2
Total Ingresos,2017-04-01,839213.8
EXPORTACIONES,2017-05-01,422802.1
Bienes,2017-05-01,284625.0
Exportación de Mercancías Generales,2017-05-01,74603.0
Procesamiento y Maquilado,2017-05-01,98602.4
Anticipos por Exportación,2017-05-01,111419.6
Servicios,2017-05-01,138177.1
Transporte,2017-05-01,10967.6
Viajes,2017-05-01,53428.4
Comunicaciones,2017-05-01,5166.9
Construcción,2017-05-01,17819.1
Seguros - Reaseguros,2017-05-01,1025.2
Financieros,2017-05-01,4968.6
Informática e Información,2017-05-01,805.9
Regalías y Derechos de Licencia (Franquicias),2017-05-01,0.1
Empresariales,2017-05-01,30454.2
Personales Culturales y Recreativos,2017-05-01,249.2
Gubernamentales,2017-05-01,4888.1
Comercio (Ventas Locales de Prod. en Dólares),2017-05-01,8403.7
RENTA,2017-05-01,25995.0
Remuneración de Empleados,2017-05-01,8890.1
Renta de La Inversión,2017-05-01,17104.9
TRANSFERENCIAS CORRIENTES,2017-05-01,456488.9
Donaciones Oficiales,2017-05-01,35.7
Donaciones Privadas,2017-05-01,25607.5
Remesas Familiares,2017-05-01,430845.7
MOVIMIENTOS DE CAPITAL Y FINANCIEROS,2017-05-01,58670.7
Capital Sector Privados,2017-05-01,29413.7
Capital Sector Bancario,2017-05-01,6061.2
Capital Sector Público,2017-05-01,23195.8
Total Ingresos,2017-05-01,963956.6
EXPORTACIONES,2017-06-01,500333.1
Bienes,2017-06-01,345187.6
Exportación de Mercancías Generales,2017-06-01,87812.1
Procesamiento y Maquilado,2017-06-01,135982.4
Anticipos por Exportación,2017-06-01,121393.1
Servicios,2017-06-01,155145.5
Transporte,2017-06-01,14148.2
Viajes,2017-06-01,54287.7
Comunicaciones,2017-06-01,6210.0
Construcción,2017-06-01,22826.1
Seguros - Reaseguros,2017-06-01,2007.6
Financieros,2017-06-01,4943.5
Informática e Información,2017-06-01,1751.1
Regalías y Derechos de Licencia (Franquicias),2017-06-01,0.6
Empresariales,2017-06-01,34697.2
Personales Culturales y Recreativos,2017-06-01,128.9
Gubernamentales,2017-06-01,5866.7
Comercio (Ventas Locales de Prod. en Dólares),2017-06-01,8278.1
RENTA,2017-06-01,32377.3
Remuneración de Empleados,2017-06-01,8902.2
Renta de La Inversión,2017-06-01,23475.1
TRANSFERENCIAS CORRIENTES,2017-06-01,398038.4
Donaciones Oficiales,2017-06-01,135.9
Donaciones Privadas,2017-06-01,29496.9
Remesas Familiares,2017-06-01,368405.6
MOVIMIENTOS DE CAPITAL Y FINANCIEROS,2017-06-01,151816.9
Capital Sector Privados,2017-06-01,33237.6
Capital Sector Bancario,2017-06-01,7874.1
Capital Sector Público,2017-06-01,110705.2
Total Ingresos,2017-06-01,1.0825659e6
EXPORTACIONES,2017-07-01,403406.3
Bienes,2017-07-01,269249.2
Exportación de Mercancías Generales,2017-07-01,69378.8
Procesamiento y Maquilado,2017-07-01,95422.2
Anticipos por Exportación,2017-07-01,104448.2
Servicios,2017-07-01,134157.1
Transporte,2017-07-01,7722.6
Viajes,2017-07-01,50660.2
Comunicaciones,2017-07-01,4296.6
Construcción,2017-07-01,21042.3
Seguros - Reaseguros,2017-07-01,4444.9
Financieros,2017-07-01,2649.4
Informática e Información,2017-07-01,1125.7
Regalías y Derechos de Licencia (Franquicias),2017-07-01,0.0
Empresariales,2017-07-01,30079.7
Personales Culturales y Recreativos,2017-07-01,118.6
Gubernamentales,2017-07-01,3355.4
Comercio (Ventas Locales de Prod. en Dólares),2017-07-01,8661.8
RENTA,2017-07-01,38547.7
Remuneración de Empleados,2017-07-01,8787.6
Renta de La Inversión,2017-07-01,29760.1
TRANSFERENCIAS CORRIENTES,2017-07-01,397924.0
Donaciones Oficiales,2017-07-01,678.7
Donaciones Privadas,2017-07-01,23127.3
Remesas Familiares,2017-07-01,374118.1
MOVIMIENTOS DE CAPITAL Y FINANCIEROS,2017-07-01,36344.6
Capital Sector Privados,2017-07-01,17743.3
Capital Sector Bancario,2017-07-01,6017.6
Capital Sector Público,2017-07-01,12583.8
Total Ingresos,2017-07-01,876222.9
EXPORTACIONES,2017-08-01,408278.0
Bienes,2017-08-01,271245.0
Exportación de Mercancías Generales,2017-08-01,74305.1
Procesamiento y Maquilado,2017-08-01,100467.8
Anticipos por Exportación,2017-08-01,96472.1
Servicios,2017-08-01,137033.1
Transporte,2017-08-01,10253.6
Viajes,2017-08-01,52165.8
Comunicaciones,2017-08-01,4395.5
Construcción,2017-08-01,19258.3
Seguros - Reaseguros,2017-08-01,2586.4
Financieros,2017-08-01,2008.6
Informática e Información,2017-08-01,685.8
Regalías y Derechos de Licencia (Franquicias),2017-08-01,291.6
Empresariales,2017-08-01,26815.3
Personales Culturales y Recreativos,2017-08-01,2876.3
Gubernamentales,2017-08-01,6532.1
Comercio (Ventas Locales de Prod. en Dólares),2017-08-01,9163.9
RENTA,2017-08-01,24012.5
Remuneración de Empleados,2017-08-01,8611.4
Renta de La Inversión,2017-08-01,15401.1
TRANSFERENCIAS CORRIENTES,2017-08-01,431675.7
Donaciones Oficiales,2017-08-01,2762.6
Donaciones Privadas,2017-08-01,27960.3
Remesas Familiares,2017-08-01,400952.8
MOVIMIENTOS DE CAPITAL Y FINANCIEROS,2017-08-01,64016.9
Capital Sector Privados,2017-08-01,31138.7
Capital Sector Bancario,2017-08-01,5031.0
Capital Sector Público,2017-08-01,27847.1
Total Ingresos,2017-08-01,927983.2
EXPORTACIONES,2017-09-01,411085.8
Bienes,2017-09-01,238247.4
Exportación de Mercancías Generales,2017-09-01,62122.4
Procesamiento y Maquilado,2017-09-01,97126.3
Anticipos por Exportación,2017-09-01,78998.7
Servicios,2017-09-01,172838.4
Transporte,2017-09-01,15100.9
Viajes,2017-09-01,54771.4
Comunicaciones,2017-09-01,15353.9
Construcción,2017-09-01,33172.5
Seguros - Reaseguros,2017-09-01,1710.5
Financieros,2017-09-01,1845.1
Informática e Información,2017-09-01,1253.9
Regalías y Derechos de Licencia (Franquicias),2017-09-01,0.0
Empresariales,2017-09-01,32930.9
Personales Culturales y Recreativos,2017-09-01,137.5
Gubernamentales,2017-09-01,6348.9
Comercio (Ventas Locales de Prod. en Dólares),2017-09-01,10212.9
RENTA,2017-09-01,41974.1
Remuneración de Empleados,2017-09-01,13442.4
Renta de La Inversión,2017-09-01,28531.6
TRANSFERENCIAS CORRIENTES,2017-09-01,378014.3
Donaciones Oficiales,2017-09-01,3184.7
Donaciones Privadas,2017-09-01,23689.4
Remesas Familiares,2017-09-01,351140.2
MOVIMIENTOS DE CAPITAL Y FINANCIEROS,2017-09-01,105969.1
Capital Sector Privados,2017-09-01,21175.6
Capital Sector Bancario,2017-09-01,6756.7
Capital Sector Público,2017-09-01,78036.8
Total Ingresos,2017-09-01,937043.2
EXPORTACIONES,2017-10-01,386743.3
Bienes,2017-10-01,250036.3
Exportación de Mercancías Generales,2017-10-01,67263.8
Procesamiento y Maquilado,2017-10-01,104549.3
Anticipos por Exportación,2017-10-01,78223.2
Servicios,2017-10-01,136706.9
Transporte,2017-10-01,9655.2
Viajes,2017-10-01,50667.9
Comunicaciones,2017-10-01,9011.2
Construcción,2017-10-01,21783.4
Seguros - Reaseguros,2017-10-01,1962.9
Financieros,2017-10-01,1644.2
Informática e Información,2017-10-01,1549.1
Regalías y Derechos de Licencia (Franquicias),2017-10-01,94.7
Empresariales,2017-10-01,26105.8
Personales Culturales y Recreativos,2017-10-01,148.1
Gubernamentales,2017-10-01,5865.7
Comercio (Ventas Locales de Prod. en Dólares),2017-10-01,8218.9
RENTA,2017-10-01,24521.9
Remuneración de Empleados,2017-10-01,8019.0
Renta de La Inversión,2017-10-01,16502.9
TRANSFERENCIAS CORRIENTES,2017-10-01,420390.7
Donaciones Oficiales,2017-10-01,128.0
Donaciones Privadas,2017-10-01,23704.9
Remesas Familiares,2017-10-01,396557.8
MOVIMIENTOS DE CAPITAL Y FINANCIEROS,2017-10-01,78736.9
Capital Sector Privados,2017-10-01,22445.7
Capital Sector Bancario,2017-10-01,5526.5
Capital Sector Público,2017-10-01,50764.7
Total Ingresos,2017-10-01,910392.9
EXPORTACIONES,2017-11-01,407629.7
Bienes,2017-11-01,257643.6
Exportación de Mercancías Generales,2017-11-01,68948.2
Procesamiento y Maquilado,2017-11-01,100828.5
Anticipos por Exportación,2017-11-01,87866.9
Servicios,2017-11-01,149986.2
Transporte,2017-11-01,8664.4
Viajes,2017-11-01,57577.7
Comunicaciones,2017-11-01,5598.4
Construcción,2017-11-01,25337.1
Seguros - Reaseguros,2017-11-01,2165.6
Financieros,2017-11-01,1624.3
Informática e Información,2017-11-01,865.7
Regalías y Derechos de Licencia (Franquicias),2017-11-01,0.0
Empresariales,2017-11-01,31089.2
Personales Culturales y Recreativos,2017-11-01,232.2
Gubernamentales,2017-11-01,9077.8
Comercio (Ventas Locales de Prod. en Dólares),2017-11-01,7753.7
RENTA,2017-11-01,33855.7
Remuneración de Empleados,2017-11-01,7894.8
Renta de La Inversión,2017-11-01,25960.9
TRANSFERENCIAS CORRIENTES,2017-11-01,391288.6
Donaciones Oficiales,2017-11-01,398.3
Donaciones Privadas,2017-11-01,27212.6
Remesas Familiares,2017-11-01,363677.8
MOVIMIENTOS DE CAPITAL Y FINANCIEROS,2017-11-01,122385.3
Capital Sector Privados,2017-11-01,50202.5
Capital Sector Bancario,2017-11-01,26806.3
Capital Sector Público,2017-11-01,45376.5
Total Ingresos,2017-11-01,955159.4
EXPORTACIONES,2017-12-01,560492.5
Bienes,2017-12-01,388593.9
Exportación de Mercancías Generales,2017-12-01,65967.1
Procesamiento y Maquilado,2017-12-01,148448.5
Anticipos por Exportación,2017-12-01,174178.3
Servicios,2017-12-01,171898.6
Transporte,2017-12-01,12177.6
Viajes,2017-12-01,51423.1
Comunicaciones,2017-12-01,14671.3
Construcción,2017-12-01,26329.7
Seguros - Reaseguros,2017-12-01,4715.5
Financieros,2017-12-01,1555.7
Informática e Información,2017-12-01,859.8
Regalías y Derechos de Licencia (Franquicias),2017-12-01,0.0
Empresariales,2017-12-01,37022.0
Personales Culturales y Recreativos,2017-12-01,929.5
Gubernamentales,2017-12-01,12223.4
Comercio (Ventas Locales de Prod. en Dólares),2017-12-01,9991.0
RENTA,2017-12-01,47486.6
Remuneración de Empleados,2017-12-01,9853.4
Renta de La Inversión,2017-12-01,37633.2
TRANSFERENCIAS CORRIENTES,2017-12-01,400001.0
Donaciones Oficiales,2017-12-01,792.3
Donaciones Privadas,2017-12-01,26669.2
Remesas Familiares,2017-12-01,372539.6
MOVIMIENTOS DE CAPITAL Y FINANCIEROS,2017-12-01,116883.4
Capital Sector Privados,2017-12-01,69028.3
Capital Sector Bancario,2017-12-01,29042.5
Capital Sector Público,2017-12-01,18812.6
Total Ingresos,2017-12-01,1.1248636e6
